,0
1972,春湾
1973,建昌
1974,樟木头
1975,丹江口
1976,茂林
1977,光明城
1978,宿州
1979,邢台
1980,大坝
1981,朝阳南
1982,东庄
1983,六枝
1984,麻柳
1985,庙岭
1986,普安
1987,孙家
1988,老营
1989,大营子
1990,读书铺
1991,巴中
1992,正镶白旗
1993,长冲
1994,兴凯
1995,黄羊镇
1996,赵城
1997,长兴
1998,北滘
1999,疏勒
2000,龙镇
2001,原平
2002,中卫
2003,斜河涧
2004,南昌
2005,郑州东
2006,界首南
2007,白水江
2008,株洲
2009,刘家河
2010,平峪
2011,东戌
2012,库车
2013,三源浦
2014,本溪
2015,德安
2016,灌水
2017,月山
2018,泥溪
2019,玛纳斯湖
2020,锦州南
2021,祁东北
2022,定西
2023,安庆沟
2024,赫尔洪得
2025,汇塘河
2026,长农
2027,沥林北
2028,东至
2029,民乐
2030,长阳
2031,胜利镇
2032,介休
2033,隆昌
2034,达坂城
2035,新华
2036,西贺村
2037,麻山
2038,七台河
2039,官厅
2040,前磨头
2041,弥渡
2042,那铺
2043,绍兴东
2044,深圳坪山
2045,成都西
2046,绕阳河
2047,涟源
2048,阿龙山
2049,怀仁
2050,刘家店
2051,永修
2052,大元
2053,八角台
2054,曲水县
2055,板城
2056,双流西
2057,周口
2058,武山
2059,南桥
2060,怀来
2061,白鸡坡
2062,欧里
2063,圣浪
2064,木头营子
2065,古莲
2066,建湖
2067,平南南
2068,西渡
2069,长庆桥
2070,前山
2071,安康
2072,武昌
2073,烟台南
2074,许家屯
2075,金杖子
2076,抚松
2077,程家
2078,广顺场
2079,绍兴北
2080,八步
2081,工农湖
2082,阿克苏
2083,达家沟
2084,佛山
2085,南张村
2086,加南
2087,巢湖
2088,二龙
2089,庐江
2090,豆罗
2091,丰城南
2092,苏州
2093,双阳
2094,尔赛河
2095,钟山西
2096,凉水井
2097,榆树
2098,胶州北
2099,兴和西
2100,颍上北
2101,岢岚
2102,王府
2103,芙蓉南
2104,金银潭
2105,豆庄
2106,歙县
2107,廉江
2108,大荔
2109,桑植
2110,新寒岭
2111,向阳川
2112,升昌
2113,新都东
2114,烟台西
2115,黑河
2116,威箐
2117,凯里南
2118,重庆西
2119,蔡山
2120,坝梁
2121,贵安
2122,隆昌北
2123,缙云西
2124,平安镇
2125,千岛湖
2126,红砂岘
2127,东元庆
2128,遵义西
2129,杨家店
2130,宣城
2131,绥阳
2132,长垣
2133,石门子
2134,低庄
2135,武威
2136,恒地营
2137,树木岭
2138,叶城
2139,沂水
2140,塘沽
2141,小岭
2142,长宁
2143,西来
2144,砬子河
2145,大田边
2146,涡阳
2147,南召
2148,乌兰浩特
2149,永川
2150,鹰手营子
2151,曲靖北
2152,新坪田
2153,桂林西
2154,云山
2155,六道河
2156,土门子
2157,方城
2158,榆树沟
2159,金刚沱
2160,荒沟西
2161,桐城
2162,大禾塘
2163,南岔
2164,汪清
2165,一面坡北
2166,马龙
2167,普雄
2168,二井
2169,钟祥
2170,武乡
2171,赵光
2172,忻州西
2173,陶思浩
2174,金山北
2175,宁强南
2176,通州西
2177,槐荫
2178,高邑西
2179,东阳关
2180,三道营
2181,德惠
2182,阿拉山口
2183,沁县
2184,滨海西
2185,华容东
2186,永登
2187,铜仁
2188,红砂坝
2189,火连寨
2190,吴川
2191,威岭
2192,迁安
2193,什里店
2194,宝鸡南
2195,乌兰察布
2196,猴山
2197,太原
2198,黎城
2199,五常
2200,锡铁山
2201,铜罐驿
2202,邵东
2203,溆浦
2204,新江
2205,白沟
2206,榕江
2207,大武口
2208,南充
2209,哈业胡同
2210,平河口
2211,长安
2212,敦化
2213,穆棱
2214,永济北
2215,荆州
2216,巴东
2217,扎赉诺尔
2218,通途
2219,两家
2220,开化
2221,菏泽
2222,天祝
2223,朝阳镇
2224,咸阳秦都
2225,巴林
2226,五原
2227,顺德
2228,德兴
2229,张家界
2230,三河县
2231,小得江
2232,长春南
2233,大平房
2234,广南县
2235,岑溪
2236,葛店南
2237,得莫利
2238,抚州北
2239,塔石嘴
2240,舍力虎
2241,枕头峰
2242,临颍
2243,霍城
2244,上西铺
2245,红旗营
2246,高家村
2247,下马塘
2248,杭锦后旗
2249,秦皇岛
2250,奈林皋
2251,开封
2252,武夷山东
2253,包头东
2254,大其拉哈
2255,敦煌
2256,靖边
2257,饮马峡
2258,綦江东
2259,老爷岭
2260,梧州南
2261,太平川
2262,龙骨甸
2263,芦庙
2264,海伦
2265,完工
2266,宝丰
2267,胶州
2268,桃村
2269,白河县
2270,花博山
2271,芦家庄
2272,高台子
2273,三水
2274,廊坊
2275,秦安
2276,眉山东
2277,纸坊东
2278,井南
2279,宁国
2280,莲花山
2281,延平东
2282,图们
2283,平洋
2284,武功
2285,敬梓场
2286,红安西
2287,清河城
2288,海阳北
2289,大明湖
2290,彭州南
2291,门源
2292,香樟路
2293,平昌
2294,枫林
2295,夏拉哈马
2296,低窝铺
2297,商南
2298,华家
2299,大苴
2300,嘉善南
2301,桃映
2302,七泉湖
2303,浩良河
2304,平顶山西
2305,阿城北
2306,阜宁
2307,合阳北
2308,阳新
2309,固镇
2310,新贤城
2311,水洞
2312,羊圈子
2313,孤山子
2314,藁城
2315,巴山
2316,塔尔根
2317,元田坝
2318,桦林
2319,九三
2320,三都县
2321,源迁
2322,柳林南
2323,花桥
2324,道滘
2325,武清
2326,高各庄
2327,团结
2328,上高镇
2329,车转湾
2330,马莲河
2331,燕子砭
2332,新沂
2333,宣和
2334,皮口
2335,太原东
2336,阎良
2337,云霄
2338,石山
2339,寿县
2340,洋河
2341,大磴沟
2342,九龙塘
2343,新城子
2344,吴堡
2345,达布逊
2346,西岭口
2347,曲阜
2348,彭山
2349,咸宁
2350,源潭
2351,阿南庄
2352,柞水
2353,永康南
2354,兴安
2355,中华门
2356,革居
2357,呼鲁斯太
2358,五府山
2359,卢龙
2360,海林
2361,平庄南
2362,碱柜
2363,本溪新城
2364,衡阳
2365,镇远
2366,溧阳
2367,熊岳城
2368,泽普
2369,梧州
2370,石场
2371,古城镇
2372,盐津
2373,福海西
2374,老莱
2375,普兰店
2376,进贤
2377,左岭
2378,玉田县
2379,新干
2380,德清西
2381,谷山
2382,大方南
2383,闽清北
2384,肇庆东
2385,随州
2386,资阳北
2387,龙山北
2388,刀尔登
2389,红江
2390,石岘
2391,杨杖子
2392,呼和浩特
2393,兴文
2394,阳朔
2395,大东
2396,怀柔
2397,方正
2398,乌兰哈达
2399,柴沟堡
2400,朝天
2401,额敏
2402,扶绥
2403,麻城北
2404,平顶山
2405,济南西
2406,索伦
2407,能家
2408,赣县北
2409,北磴
2410,随州南
2411,白沙
2412,安顺西
2413,安多
2414,辽中
2415,乐东
2416,库伦
2417,平罗
2418,黄山北
2419,富县东
2420,南湾子
2421,奉化
2422,十里坪
2423,上海西
2424,东胜西
2425,落坡岭
2426,海晏
2427,宝龙山
2428,天津西
2429,昭山
2430,永州
2431,无锡东
2432,东花园北
2433,平岗
2434,神木
2435,灵石
2436,泰宁
2437,昂乃
2438,田东
2439,白水镇
2440,甘洛
2441,永济
2442,娄底
2443,兰州新区
2444,三十家
2445,崖州
2446,垫江
2447,道劳杜
2448,芜湖
2449,茂名西
2450,孔家沟
2451,赵庄
2452,洛阳
2453,沙岭子
2454,黔西
2455,通化
2456,瓢儿屯
2457,大旺
2458,下社
2459,仙林
2460,于都
2461,江宁西
2462,萍乡
2463,繁昌西
2464,松滋
2465,新窝铺
2466,庙庄
2467,张家口
2468,兖州
2469,漯河西
2470,凯里
2471,白马
2472,三门峡
2473,阳春
2474,林口
2475,建桥
2476,娄山关
2477,鹤庆
2478,韶山南
2479,雁栖湖
2480,芦家村
2481,福州南
2482,阿里河
2483,邵武
2484,德伯斯
2485,陆丰
2486,沙坨子
2487,水富
2488,德阳
2489,鸡西
2490,牛家营子
2491,乌鲁木齐
2492,虎什哈
2493,丰水村
2494,二密河
2495,北票
2496,迎宾路
2497,无为南
2498,石脑
2499,周家屯
2500,朔州
2501,琼海
2502,咋子
2503,棋盘
2504,徐州
2505,重庆
2506,蔡家沟
2507,龙市
2508,永安乡
2509,金城江
2510,宣威
2511,三亚
2512,融安
2513,泗水南
2514,双城堡
2515,施秉
2516,大埔
2517,营城子
2518,前锋
2519,贾鲁河
2520,新安庄
2521,新李
2522,灵武
2523,阳岔
2524,招柏
2525,姚千户屯
2526,万安县
2527,西林
2528,咸丰
2529,宝林
2530,汉口
2531,亚河
2532,太阳升
2533,江所田
2534,安陆西
2535,台山
2536,岳池
2537,新邱
2538,长沙西
2539,古镇
2540,揭阳南
2541,建三江
2542,上普雄
2543,哈尔滨
2544,合肥
2545,连山关
2546,长岭子
2547,兴隆店
2548,扎罗木得
2549,温州
2550,昆明西
2551,青岛北
2552,犀浦东
2553,溆浦南
2554,景州
2555,哈密
2556,哈拉海
2557,田梁子
2558,大同
2559,夏坝
2560,丰城
2561,达拉滨
2562,芦溪
2563,犀浦
2564,金宝屯
2565,黎塘
2566,古家沱
2567,昭化
2568,光明
2569,娄底南
2570,织金北
2571,开原
2572,卫东
2573,银川
2574,蓬溪
2575,宝拉格
2576,鸳鸯镇
2577,双吉
2578,钟山
2579,马鞍山
2580,田心东
2581,邢台东
2582,南芬北
2583,澧县
2584,庄河北
2585,綦江
2586,赣榆
2587,潜江
2588,祁阳北
2589,博克图
2590,汨罗
2591,凌源东
2592,乌伊岭
2593,高花
2594,克山
2595,泰和
2596,武义北
2597,板石河
2598,偃师
2599,集宁南
2600,商城
2601,黄泥河
2602,北京西
2603,澄城
2604,中牟
2605,良各庄
2606,营口东
2607,哈达铺
2608,阜宁南
2609,岔江
2610,平社
2611,南京
2612,亚复
2613,二龙屯
2614,洪洞
2615,三明
2616,阳泉曲
2617,长甸
2618,资溪
2619,景德镇
2620,中宁东
2621,灵璧
2622,大营
2623,北板桥
2624,北安
2625,宁家
2626,阳明堡
2627,昆山南
2628,枣庄西
2629,西街口
2630,冯屯
2631,安陆
2632,东方
2633,大堡
2634,云彩岭
2635,古城东
2636,宋城路
2637,太白
2638,新高峰
2639,二道桥
2640,东边井
2641,尖山
2642,新绰源
2643,苍南
2644,长葛北
2645,杨柳青
2646,抚远
2647,运城
2648,宁海
2649,虞城县
2650,江门东
2651,白音华南
2652,福清
2653,宣化
2654,角美
2655,鹤壁东
2656,柳园南
2657,绥化
2658,苏尼特左旗
2659,丹东
2660,午汲
2661,松坝
2662,孤山口
2663,山河屯
2664,清水北
2665,呼兰
2666,蕲春
2667,庆安
2668,三井子
2669,草市
2670,文登东
2671,广汉北
2672,临海
2673,松江
2674,锦和
2675,孟庄
2676,朝阳地
2677,向塘
2678,黄石
2679,杨岗
2680,内江南
2681,盖州西
2682,连云港
2683,昌黎
2684,木竹河
2685,新县
2686,恩施
2687,小榄
2688,金山屯
2689,大安北
2690,乳山
2691,宁明
2692,仙游
2693,临沂北
2694,甘谷
2695,嘉兴南
2696,彭州
2697,延庆
2698,砀山南
2699,两当
2700,漯河
2701,莱西
2702,亭亮
2703,中宁
2704,盘龙城
2705,双洋
2706,夏格庄
2707,车墩
2708,红花园
2709,丹阳
2710,京山
2711,鄄城
2712,邓家湾
2713,稷山
2714,霞浦
2715,翠峰
2716,皋兰
2717,襄阳
2718,鹿寨北
2719,长春西
2720,都江堰
2721,果松
2722,洪洞西
2723,都匀东
2724,灵武北
2725,贺胜桥东
2726,雷州
2727,茅岭
2728,永寿
2729,佛岭
2730,锡林呼都嘎
2731,下板城
2732,孝感北
2733,布列开
2734,旗下营
2735,南昌西
2736,南江口
2737,长沙南
2738,豆张庄
2739,李家
2740,苇河西
2741,图们北
2742,田林
2743,农安
2744,荣成
2745,蚌埠
2746,即墨北
2747,毛陈
2748,赛乌苏
2749,兰溪
2750,攸县
2751,磁窑
2752,武当山
2753,彭阳
2754,朝阳村
2755,郭尔奔敖包
2756,兰家屯
2757,德州东
2758,兴隆镇
2759,蓟州
2760,内江
2761,信阳东
2762,丰镇
2763,双石桥
2764,精河南
2765,南口
2766,渠旧
2767,厦门高崎
2768,广州东
2769,汤阴
2770,柳树
2771,南华
2772,修文县
2773,沈丘
2774,观沙岭
2775,宁东南
2776,新兴县
2777,万州
2778,忠工屯
2779,落垡
2780,隆回
2781,云东海
2782,八虎力
2783,米易
2784,南平北
2785,徐家
2786,哈力图
2787,三穗
2788,天水
2789,干沟
2790,弯道
2791,磐安镇
2792,肃宁
2793,西湖东
2794,聂河
2795,乌拉山
2796,张兰
2797,窑上
2798,罕达盖
2799,天津北
2800,塔河
2801,沃皮
2802,巴楚
2803,白沙沱
2804,兴国
2805,青州市北
2806,大辛庄
2807,棠海
2808,张台子
2809,南宁东
2810,衡山西
2811,克一河
2812,临清
2813,肇庆
2814,阳邑
2815,南木
2816,治安
2817,曲江
2818,鞍山
2819,民权
2820,汤原
2821,张辛
2822,滩头
2823,朱杨溪
2824,莎车
2825,广通北
2826,塔哈
2827,蓝村
2828,营盘水
2829,百色
2830,绣峰
2831,灯塔
2832,下仓
2833,恭城
2834,磁西
2835,东台
2836,牛家
2837,绩溪县
2838,溧水
2839,寒岭
2840,高州
2841,宝华山
2842,图强
2843,洪梅
2844,一面山
2845,深圳机场
2846,平庄北
2847,四合
2848,丰乐镇
2849,福安
2850,沙城
2851,赛汗塔拉
2852,牛河梁
2853,南大庙
2854,秦岭
2855,依兰
2856,三家店
2857,仙桃西
2858,红星
2859,五大连池
2860,六合镇
2861,滦河沿
2862,昭通北
2863,大石桥
2864,南峪
2865,渭南南
2866,柳州
2867,三汇镇
2868,晏城
2869,扬州
2870,五龙背
2871,商丘东
2872,宁陵县
2873,嵩明
2874,鸽子洞
2875,三义井
2876,亚布力南
2877,坂田
2878,芷江
2879,朝阳
2880,湘府路
2881,茶条沟
2882,天河机场
2883,福州南
2884,小董
2885,蚌埠南
2886,三阳川
2887,吴桥
2888,昆都仑召
2889,拉林
2890,通安驿
2891,昆玉
2892,章丘北
2893,石梯
2894,赤峰
2895,西固城
2896,新郑机场
2897,碱厂
2898,石桥
2899,嘎什吐
2900,峨眉
2901,赤壁北
2902,东港北
2903,嘉兴
2904,辛集南
2905,巨野
2906,三明北
2907,固原
2908,魏善庄
2909,黄石北
2910,运粮河
2911,洪河
2912,苔青
2913,王瞳
2914,统军庄
2915,丰都
2916,开阳
2917,玉泉
2918,奎山
2919,哈克
2920,洛门
2921,阜阳
2922,温根托海
2923,乐都
2924,塔源
2925,巴彦郭勒
2926,松树镇
2927,昌平
2928,旧庄窝
2929,通渭
2930,姚安
2931,哈尔盖
2932,丰广
2933,新香坊北
2934,南平市
2935,秦家庄
2936,苏家屯
2937,郴州
2938,新绛
2939,怀集
2940,文登
2941,北营
2942,七甸
2943,三家子
2944,柳河
2945,纪家沟
2946,简阳南
2947,杨木
2948,绥中
2949,莆田
2950,滦平
2951,青城山
2952,黄家店
2953,韶关东
2954,归流河
2955,镇西
2956,王安镇
2957,大冶北
2958,沙桥
2959,开福寺
2960,南汤
2961,乌拉特前旗
2962,鲁河
2963,达拉特旗
2964,兴平
2965,获嘉
2966,化州
2967,广州
2968,西峡
2969,兑镇
2970,东营子
2971,漳州
2972,乌兰花
2973,黄陵
2974,瓦房
2975,青溪
2976,喇嘛山
2977,会同
2978,明珠
2979,吴家屯
2980,常平南
2981,濑湍
2982,花山南
2983,曲家店
2984,新会
2985,奎屯
2986,海坨子
2987,榆社
2988,庆丰
2989,平关
2990,新干东
2991,下花园北
2992,安德
2993,银镇
2994,麦园
2995,广州北
2996,乐善村
2997,化处
2998,王家营西
2999,桂林北
3000,西平西
3001,阳高
3002,莒县
3003,苏州园区
3004,内江北
3005,宾州
3006,齐河
3007,春申
3008,大庆西
3009,乐清
3010,锦河
3011,松桃
3012,前苇塘
3013,河口南
3014,新化
3015,凤台南
3016,乐武
3017,蓟州北
3018,石门县
3019,铁佛寺
3020,义县西
3021,西安北
3022,渭津
3023,洞井
3024,尖峰
3025,榆树川
3026,清水
3027,枣庄
3028,万宁
3029,湖州
3030,八里甸子
3031,大拟
3032,金坑
3033,兴安北
3034,泉州
3035,和龙
3036,许昌东
3037,汤山城
3038,长子
3039,南平南
3040,汐子
3041,海安县
3042,柳树泉
3043,双城北
3044,太谷
3045,普定
3046,永胜
3047,岚山西
3048,叆河
3049,牛车河
3050,岩山
3051,柳毛
3052,集安
3053,花湖
3054,坪上
3055,南京南
3056,修武
3057,汉沽
3058,六盘水
3059,乌鲁木齐南
3060,怀仁东
3061,蜀河
3062,里木店
3063,申家店
3064,信宜
3065,和平
3066,黄冈
3067,舍伯吐
3068,新帐房
3069,奈曼
3070,衡南
3071,扎赉诺尔西
3072,靖远
3073,古田会址
3074,祁家堡
3075,安江东
3076,桑园子
3077,东海
3078,酒泉
3079,镇城底
3080,雅安
3081,白彦花
3082,孤家子
3083,成都东
3084,雅鲁
3085,大官屯
3086,宜宾南
3087,百宜
3088,池州
3089,连湖
3090,营山
3091,固安
3092,清原
3093,阿房宫
3094,新津南
3095,烟筒山
3096,临湘
3097,大理
3098,三家寨
3099,永康
3100,创业村
3101,定边
3102,福田
3103,靖西
3104,扎音河
3105,北屯
3106,安塘
3107,壮志
3108,三水南
3109,白音他拉
3110,魏家泉
3111,泉水
3112,武胜
3113,师宗
3114,祁东
3115,三门县
3116,天门
3117,枣庄东
3118,杜拉尔
3119,倭肯
3120,阳曲
3121,乌兰胡同
3122,乌海北
3123,春亭阁
3124,钟家村
3125,桓龙湖
3126,红岘台
3127,惠山
3128,水源
3129,韩城
3130,白泉
3131,青川
3132,台安南
3133,巴彦高勒
3134,连江
3135,八苏木
3136,桐梓
3137,阳曲西
3138,长虹
3139,大西
3140,上仓
3141,松原北
3142,固始
3143,青铜峡
3144,章党
3145,正定机场
3146,仲恺
3147,新民北
3148,哈尔滨东
3149,昆山
3150,惠农
3151,平遥
3152,荷塘
3153,攸县南
3154,乌兰
3155,桃园
3156,白音察干
3157,齐哈日格图
3158,西斗铺
3159,湘潭北
3160,莱阳
3161,盘锦北
3162,马林
3163,黄口
3164,通辽
3165,打柴沟
3166,甘草店
3167,闻喜
3168,阳平关
3169,黑冲滩
3170,和田
3171,阿勒泰
3172,裕国
3173,定南
3174,白奎堡
3175,邯郸
3176,汉川
3177,韦庄
3178,通天屯
3179,郭家屯
3180,香港红磡
3181,桦皮厂
3182,姑家堡
3183,茶陵南
3184,朱石寨
3185,芦潮港
3186,金寨
3187,射阳
3188,新安
3189,卓资山
3190,常山
3191,阜宁东
3192,海林北
3193,佟家
3194,峨眉山
3195,新乡
3196,兴安岭
3197,北京北
3198,淮安东
3199,永乐店
3200,苍溪
3201,双凤驿
3202,大营镇
3203,尚志南
3204,土们岭
3205,弯坵
3206,珠窝
3207,厦门
3208,丹阳北
3209,株洲南
3210,宋
3211,广安南
3212,乌龙泉南
3213,苏州北
3214,姚家
3215,忙罕屯
3216,周口东
3217,邵阳西
3218,瓦房店西
3219,平安
3220,临泽南
3221,安阳东
3222,虎山
3223,八面通
3224,浑河
3225,西柳
3226,松江河
3227,诏安
3228,沈阳
3229,金昌
3230,四合永
3231,光山
3232,富裕
3233,九江
3234,镇江
3235,富川
3236,通道
3237,巩义南
3238,横道河子东
3239,德州
3240,平等
3241,白城
3242,伊林
3243,门达
3244,成都
3245,沈阳南
3246,临澧
3247,吴官田
3248,宏庆
3249,东营
3250,乔庄东
3251,范镇
3252,东光
3253,庙阳
3254,大涧
3255,暮云
3256,高林屯
3257,深州
3258,谷城
3259,平房
3260,发耳
3261,浠水
3262,全椒
3263,贺家店
3264,白云北
3265,长寿北
3266,沧州
3267,姜家
3268,剑门关
3269,黑旺
3270,南陵
3271,黄泥崴子
3272,漳县
3273,平旺
3274,徐州东
3275,嵯岗
3276,耒阳西
3277,安定
3278,温江
3279,阿乌尼
3280,界首市
3281,怀化南
3282,咸宁北
3283,樟树
3284,大足
3285,湛江
3286,温州南
3287,达拉特西
3288,铁岭
3289,桓台
3290,鄯善北
3291,汉阴
3292,陶赖昭
3293,桐梓东
3294,樟木头东
3295,枣强
3296,南杂木
3297,阳高南
3298,杭州南
3299,霍尔果斯
3300,查干湖
3301,常州
3302,威海北
3303,松江镇
3304,涵江
3305,普者黑
3306,龙泉寺
3307,江山
3308,淮北
3309,白沙坡
3310,富宁
3311,灌云
3312,米沙子
3313,桐乡
3314,黔江
3315,凤县
3316,东莞东
3317,南关岭
3318,太湖
3319,遵义南
3320,孙吴
3321,白桦排
3322,孝西
3323,广元南
3324,南博山
3325,长兴南
3326,根河
3327,丹东西
3328,高密北
3329,上安
3330,乐昌
3331,鄂尔多斯
3332,韶关
3333,攀枝花
3334,西阳岔
3335,都匀
3336,淮安
3337,南曹
3338,星朗
3339,白银西
3340,鹤岗
3341,下台子
3342,旅顺
3343,新凉
3344,学庄
3345,武夷山
3346,藁城南
3347,西安南
3348,襄州
3349,沙沱
3350,武汉
3351,吐列毛杜
3352,伊宁东
3353,海安
3354,裴德
3355,广南卫
3356,关寨
3357,骆驼巷
3358,十堰东
3359,绍兴
3360,白河
3361,西小召
3362,董家口
3363,炎陵
3364,五营
3365,城固北
3366,横江
3367,长潭沟
3368,竹园坝
3369,红果
3370,洞庙河
3371,廊坊北
3372,大王滩
3373,深井子
3374,新和
3375,滦河
3376,蒙山
3377,萍乡北
3378,赣州
3379,大庆
3380,林盛堡
3381,秧草地
3382,步行街
3383,凤阳
3384,白山市
3385,崔黄口
3386,喇嘛甸
3387,青莲
3388,邳州
3389,长葛
3390,江密峰
3391,拉鲊
3392,承德
3393,青龙山
3394,确山
3395,渭南镇
3396,长治北
3397,峰高铺
3398,布海
3399,小村
3400,柏林
3401,甘泉北
3402,皇姑屯
3403,千河
3404,桐木寨
3405,滨海港
3406,青堆
3407,安化
3408,潮阳
3409,白音胡硕
3410,霍林郭勒
3411,温泉寺
3412,井陉
3413,蒙渡
3414,南翔北
3415,白沙铺
3416,龙里北
3417,偏店
3418,潍坊北
3419,沙马拉达
3420,乐跃
3421,秀山
3422,当雄
3423,南河川
3424,晨明
3425,赤壁
3426,辽源
3427,新肇
3428,余杭
3429,塘豹
3430,威舍
3431,禹州
3432,义县
3433,德清
3434,宝老山
3435,小扬气
3436,开原西
3437,威虎岭北
3438,百浪
3439,哈日努拉
3440,凭祥
3441,茅草坪
3442,如皋
3443,茂名
3444,夹心子
3445,安广
3446,金银川
3447,丰顺东
3448,黑山寺
3449,施家嘴
3450,沈丘北
3451,石家庄东
3452,公主岭南
3453,永丰营
3454,修武西
3455,福临堡
3456,林子头
3457,雅河
3458,草海
3459,夏石
3460,那曲
3461,建始
3462,娄烦
3463,莱芜西
3464,滥坝
3465,轩岗
3466,老岭
3467,丰城东
3468,潍坊
3469,费县
3470,德日斯图
3471,四分滩
3472,坪石
3473,南宁
3474,沟口
3475,翠岗
3476,黄冈东
3477,定西北
3478,无锡新区
3479,换新天
3480,全州南
3481,艾家村
3482,天津南
3483,彭水
3484,谢家镇
3485,黄磏
3486,口前
